Item,Mois,Montant,MonthLabel_en,StartOfMonth
Plaque de Hawley (Délai 2),Aug,0.0,Aug,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,Aug,0.0,Aug,
Gouttière Sport / Sport Guard Tray,Aug,0.0,Aug,
Cire Transvissée CTR 2,Aug,0.0,Aug,
Clef en platre,Aug,0.0,Aug,
Guide de positionnement rigide,Aug,0.0,Aug,
Design Pilier Perso CAO W,Aug,0.0,Aug,
Dents Supp PEEK (Délai 1) / Teeth,Aug,0.0,Aug,
Finition Résine Complet sur implants (Délai 1),Aug,0.0,Aug,
Stratification / Add porcelain,Aug,0.0,Aug,
Disjoncteur,Aug,0.0,Aug,
Fil de renfort / Rep,Aug,15.0,Aug,
Design Valplast CAO W,Aug,0.0,Aug,
Mise en articulation,Aug,0.0,Aug,
Attachement secours,Aug,0.0,Aug,
Dents Supp PEEK (Délai 2) / Teeth,Aug,0.0,Aug,
Réparation ou Adjonction (Délai 2),Aug,0.0,Aug,
Cire Transvissée CTZ 2,Aug,0.0,Aug,
Design Chassis CAO W,Aug,0.0,Aug,
Gouttière Mock Up,Aug,0.0,Aug,
Design Dents Supp CAO W,Aug,0.0,Aug,
Design Inlay Core CAO W,Aug,0.0,Aug,
Désolidarisation,Aug,0.0,Aug,
Design Sur Implant CAO W,Aug,0.0,Aug,
Design Wax Up CAO W,Aug,0.0,Aug,
Nettoyage Appareil,Aug,0.0,Aug,
MISC,Aug,1598.85,Aug,
Discount,Aug,-9364.5,Aug,
Zircone stratifié (Délai 2) / Zircone coping+porcelain,Sep,18540.0,Sep,
Céramo-métallique (délai 2) / PFM,Sep,14000.0,Sep,
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,Sep,14365.0,Sep,
Inlay Core (Délai 2) / Post Core,Sep,13110.0,Sep,
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,Sep,8680.0,Sep,
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,Sep,10200.0,Sep,
Zircone Mono (délai 2) / Xtcera full zircone,Sep,11880.0,Sep,
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,Sep,11000.0,Sep,
Inlay/Onlay Composite (Délai 2),Sep,9540.0,Sep,
Zircone Mono (délai 1) / Xtcera full zircone,Sep,9780.0,Sep,
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,Sep,5625.0,Sep,
Inlay Core (Délai 1) / Post Core,Sep,4935.0,Sep,
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,Sep,6440.0,Sep,
Céramo-métallique (délai 1) / PFM,Sep,4950.0,Sep,
Dents Supplémentaires (délai 2) / Tooth,Sep,6985.0,Sep,
Emax (Délai 2) / Emax Press,Sep,6260.0,Sep,
Partiel résine finition directe (délais 1) / Partial acrylic denture,Sep,4920.0,Sep,
Emax Onlay high translucide  HT(Délai 1),Sep,4860.0,Sep,
Complet Finition Direct (délai 2) / Full Acrylic denture,Sep,3850.0,Sep,
Inlay/Onlay composite (Délai 1),Sep,2832.0,Sep,
Emax Onlay high translucide  HT (Délai 2),Sep,5040.0,Sep,
Emax (Délai 1) / Emax Press,Sep,2610.0,Sep,
Dents supplémentaires (Délai 1) / Tooth,Sep,2832.0,Sep,
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,Sep,4620.0,Sep,
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,Sep,3080.0,Sep,
Rajout Crochet,Sep,2770.0,Sep,
Provisoire (Délai 1) / Temporary Crown,Sep,1890.0,Sep,
Supplément Cr sur implant (délai 2) / Screwed Crown,Sep,2640.0,Sep,
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,Sep,3240.0,Sep,
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,Sep,3420.0,Sep,
Provisoire (Délai 2) / Temporary Crown,Sep,1825.0,Sep,
Complet Finition Direct (délai 1) / Full Acrylic denture,Sep,1760.0,Sep,
Finition Résine (Délai 1) / Acrylic finish,Sep,1520.0,Sep,
Réparation ou Adjonction (Délai 1),Sep,2070.0,Sep,
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,Sep,1080.0,Sep,
Finition Résine (Délai 2) / Acrylic finish,Sep,910.0,Sep,
Couronne Métallique (délai 2) / Cocr Metal crown,Sep,2240.0,Sep,
Gouttière Blanchiment (Délai 1) / Bleaching tray,Sep,1260.0,Sep,
Valplast (Délai 2) / Flibber Valplast Direct Finish,Sep,1840.0,Sep,
Supplément Cr sur implant (délai 1) / Screwed Crown,Sep,1425.0,Sep,
Valplast (Délai 1) / Flibber Valplast Direct Finish,Sep,960.0,Sep,
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),Sep,1800.0,Sep,
Emax stratifiée (Délai 2) / Emax Copying,Sep,440.0,Sep,
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,Sep,420.0,Sep,
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,Sep,0.0,Sep,
Gouttière Contention Ortho/ Contention Tray,Sep,360.0,Sep,
Emax stratifiée (Délai 1) / Emax Copying,Sep,420.0,Sep,
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,Sep,0.0,Sep,
MCI Pmma,Sep,0.0,Sep,
Couronne Métallique (délai 1) / Cocr Metal crown,Sep,360.0,Sep,
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),Sep,0.0,Sep,
Option Maquillage Supplémentaire / Additional Shade,Sep,730.0,Sep,
Option ceramisé / Opaqued,Sep,720.0,Sep,
Soudure,Sep,360.0,Sep,
Rajout Dent / Tooth,Sep,570.0,Sep,
Custom Billing,Sep,140.0,Sep,
Pilier personnalisé,Sep,950.0,Sep,
Finition Résine CTR (Délai 1),Sep,0.0,Sep,
Wax Up (Délai 1) / Mock Up,Sep,525.0,Sep,
Attachement,Sep,200.0,Sep,
SSA Zircone MULTI,Sep,760.0,Sep,
Barre (fil) contention / contention wire,Sep,500.0,Sep,
PEI (délai 2) / Custom Impression Tray,Sep,570.0,Sep,
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,Sep,385.0,Sep,
Option Fraisé / Milled Wall,Sep,440.0,Sep,
PEI (délai 1) / Custom Impression Tray,Sep,500.0,Sep,
Gouttières Ortho / Orthodontic Tray,Sep,0.0,Sep,
Délai Express - 1 jour + 25%,Sep,142.0,Sep,
Partiel cire essayage (délai 2) / Partial wax try in setup denture,Sep,140.0,Sep,
Cire (délai 2) / Wax Rim,Sep,420.0,Sep,
Chape guide réduction,Sep,170.0,Sep,
Cire (délai 1) / Wax Rim,Sep,360.0,Sep,
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,Sep,0.0,Sep,
Partiel cire essayage (délai 1) / Partial wax try in setup denture,Sep,0.0,Sep,
Rebasage (Délai 1),Sep,180.0,Sep,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),Sep,500.0,Sep,
Wax Up (Délai 2) / Mock Up,Sep,230.0,Sep,
Plaque Palais / Metal Plate,Sep,140.0,Sep,
Plan traitement ortho,Sep,150.0,Sep,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,Sep,325.0,Sep,
Guide Chirurgical,Sep,60.0,Sep,
Finition Résine CTR (Délai 2),Sep,200.0,Sep,
Crochet Valplast / Valplast clasp,Sep,40.0,Sep,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,Sep,0.0,Sep,
Délai Express - 6 jours + 100%,Sep,40.0,Sep,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,Sep,0.0,Sep,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,Sep,120.0,Sep,
Rebasage MCI,Sep,0.0,Sep,
Délai Express - 2 jours + 40%,Sep,0.0,Sep,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,Sep,0.0,Sep,
Modèle Etude 3d,Sep,90.0,Sep,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),Sep,35.0,Sep,
Mainteneur d'espace / Space retainer (cast ring),Sep,0.0,Sep,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),Sep,350.0,Sep,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),Sep,0.0,Sep,
Option Clavette / Key Post Core,Sep,70.0,Sep,
Avis ortho,Sep,60.0,Sep,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,Sep,0.0,Sep,
Facette / Facet Veneer,Sep,80.0,Sep,
Délai Express - 4 jours + 70%,Sep,217.0,Sep,
Livraison Express,Sep,35.0,Sep,
Clef en Plâtre CTZ 1,Sep,0.0,Sep,
Délai Express - 5 jours + 85%,Sep,0.0,Sep,
SSA PMMA,Sep,0.0,Sep,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,Sep,0.0,Sep,
Supplément contre-plaquée,Sep,60.0,Sep,
Bridge TOBBI,Sep,0.0,Sep,
Finition Résine Complet sur implants (Délai 2),Sep,400.0,Sep,
Modèle d'étude,Sep,70.0,Sep,
Disjoncteur avec bagues (Délais 2),Sep,0.0,Sep,
Joint Céram / Porcelain butt margin,Sep,30.0,Sep,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,Sep,0.0,Sep,
Complet Transvissé Résine (Délai 2),Sep,0.0,Sep,
PEI Projet Prothétique,Sep,50.0,Sep,
Plaque avec vérin de Hawley (Délai 2),Sep,0.0,Sep,
Design Couronne CAO W,Sep,0.0,Sep,
Cire Base dure (Délai 1),Sep,0.0,Sep,
Clef silicone (9-14 dents) / Mock Up Key,Sep,120.0,Sep,
Délai Express - 3 jours + 55%,Sep,68.0,Sep,
Finition Résine COMPLET SUR LOCATOR (Délai 1),Sep,0.0,Sep,
Arc de Nance avec bagues,Sep,0.0,Sep,
Réparation ou Adjonction (délai 2),Sep,0.0,Sep,
Cire base dure (Délai 2),Sep,40.0,Sep,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,Sep,0.0,Sep,
Grille de renfort,Sep,0.0,Sep,
Stellite PEEK (Délai 1) / CCP PEEK,Sep,0.0,Sep,
Céramique Gingivale / Pink Porcelain,Sep,75.0,Sep,
Clef silicone (1 a 4 dents)/ Mock Up Key,Sep,0.0,Sep,
Duplicata,Sep,0.0,Sep,
Finition Résine COMPLET SUR LOCATOR (Délai 2),Sep,100.0,Sep,
Supplément multi,Sep,0.0,Sep,
Clef silicone (5-8 dents) / Mock Up Key,Sep,40.0,Sep,
Gouttière sur Dent Pro,Sep,0.0,Sep,
Impression (Résine Spécial) Guide Chirurgical,Sep,40.0,Sep,
Rebasage (délai 2),Sep,0.0,Sep,
Chappe de réduction,Sep,40.0,Sep,
Clef validation emp. numérique,Sep,0.0,Sep,
Gouttière Blanchiment (Délai 2) / Bleaching tray,Sep,0.0,Sep,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,Sep,0.0,Sep,
Gouttière Provisoire,Sep,0.0,Sep,
Gouttières de Fluoration / Fluoridation Tray,Sep,80.0,Sep,
Plan de traitement suite avis Ortho,Sep,0.0,Sep,
Stellite PEEK (Délai 2) / CCP PEEK,Sep,180.0,Sep,
Plaque de Hawley (Délai 2),Sep,0.0,Sep,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,Sep,0.0,Sep,
Gouttière Sport / Sport Guard Tray,Sep,0.0,Sep,
Cire Transvissée CTR 2,Sep,45.0,Sep,
Clef en platre,Sep,0.0,Sep,
Guide de positionnement rigide,Sep,12.0,Sep,
Design Pilier Perso CAO W,Sep,0.0,Sep,
Dents Supp PEEK (Délai 1) / Teeth,Sep,0.0,Sep,
Finition Résine Complet sur implants (Délai 1),Sep,100.0,Sep,
Stratification / Add porcelain,Sep,0.0,Sep,
Disjoncteur,Sep,0.0,Sep,
Fil de renfort / Rep,Sep,3.0,Sep,
Design Valplast CAO W,Sep,0.0,Sep,
Mise en articulation,Sep,15.0,Sep,
Attachement secours,Sep,0.0,Sep,
Dents Supp PEEK (Délai 2) / Teeth,Sep,40.0,Sep,
Réparation ou Adjonction (Délai 2),Sep,0.0,Sep,
Cire Transvissée CTZ 2,Sep,0.0,Sep,
Design Chassis CAO W,Sep,0.0,Sep,
Gouttière Mock Up,Sep,40.0,Sep,
Design Dents Supp CAO W,Sep,0.0,Sep,
Design Inlay Core CAO W,Sep,0.0,Sep,
Désolidarisation,Sep,10.0,Sep,
Design Sur Implant CAO W,Sep,0.0,Sep,
Design Wax Up CAO W,Sep,0.0,Sep,
Nettoyage Appareil,Sep,0.0,Sep,
MISC,Sep,-5285.03,Sep,
Discount,Sep,-8669.0,Sep,
Zircone stratifié (Délai 2) / Zircone coping+porcelain,Oct,23880.0,Oct,
Céramo-métallique (délai 2) / PFM,Oct,18500.0,Oct,
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,Oct,21085.0,Oct,
Inlay Core (Délai 2) / Post Core,Oct,15540.0,Oct,
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,Oct,17920.0,Oct,
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,Oct,13560.0,Oct,
Zircone Mono (délai 2) / Xtcera full zircone,Oct,12045.0,Oct,
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,Oct,14520.0,Oct,
Inlay/Onlay Composite (Délai 2),Oct,7470.0,Oct,
Zircone Mono (délai 1) / Xtcera full zircone,Oct,11280.0,Oct,
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,Oct,7875.0,Oct,
Inlay Core (Délai 1) / Post Core,Oct,9170.0,Oct,
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,Oct,7420.0,Oct,
Céramo-métallique (délai 1) / PFM,Oct,6660.0,Oct,
Dents Supplémentaires (délai 2) / Tooth,Oct,8400.0,Oct,
Emax (Délai 2) / Emax Press,Oct,7040.0,Oct,
Partiel résine finition directe (délais 1) / Partial acrylic denture,Oct,6860.0,Oct,
Emax Onlay high translucide  HT(Délai 1),Oct,3600.0,Oct,
Complet Finition Direct (délai 2) / Full Acrylic denture,Oct,5170.0,Oct,
Inlay/Onlay composite (Délai 1),Oct,3658.0,Oct,
Emax Onlay high translucide  HT (Délai 2),Oct,6960.0,Oct,
Emax (Délai 1) / Emax Press,Oct,3060.0,Oct,
Dents supplémentaires (Délai 1) / Tooth,Oct,4032.0,Oct,
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,Oct,4070.0,Oct,
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,Oct,4840.0,Oct,
Rajout Crochet,Oct,3480.0,Oct,
Provisoire (Délai 1) / Temporary Crown,Oct,3030.0,Oct,
Supplément Cr sur implant (délai 2) / Screwed Crown,Oct,4925.0,Oct,
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,Oct,3320.0,Oct,
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,Oct,3178.0,Oct,
Provisoire (Délai 2) / Temporary Crown,Oct,3975.0,Oct,
Complet Finition Direct (délai 1) / Full Acrylic denture,Oct,2420.0,Oct,
Finition Résine (Délai 1) / Acrylic finish,Oct,2800.0,Oct,
Réparation ou Adjonction (Délai 1),Oct,2310.0,Oct,
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,Oct,1980.0,Oct,
Finition Résine (Délai 2) / Acrylic finish,Oct,2590.0,Oct,
Couronne Métallique (délai 2) / Cocr Metal crown,Oct,1720.0,Oct,
Gouttière Blanchiment (Délai 1) / Bleaching tray,Oct,2065.0,Oct,
Valplast (Délai 2) / Flibber Valplast Direct Finish,Oct,2000.0,Oct,
Supplément Cr sur implant (délai 1) / Screwed Crown,Oct,1550.0,Oct,
Valplast (Délai 1) / Flibber Valplast Direct Finish,Oct,800.0,Oct,
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),Oct,1200.0,Oct,
Emax stratifiée (Délai 2) / Emax Copying,Oct,1650.0,Oct,
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,Oct,770.0,Oct,
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,Oct,1400.0,Oct,
Gouttière Contention Ortho/ Contention Tray,Oct,600.0,Oct,
Emax stratifiée (Délai 1) / Emax Copying,Oct,1120.0,Oct,
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,Oct,1800.0,Oct,
MCI Pmma,Oct,4750.0,Oct,
Couronne Métallique (délai 1) / Cocr Metal crown,Oct,1260.0,Oct,
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),Oct,0.0,Oct,
Option Maquillage Supplémentaire / Additional Shade,Oct,920.0,Oct,
Option ceramisé / Opaqued,Oct,630.0,Oct,
Soudure,Oct,660.0,Oct,
Rajout Dent / Tooth,Oct,580.0,Oct,
Custom Billing,Oct,30.0,Oct,
Pilier personnalisé,Oct,550.0,Oct,
Finition Résine CTR (Délai 1),Oct,400.0,Oct,
Wax Up (Délai 1) / Mock Up,Oct,480.0,Oct,
Attachement,Oct,1100.0,Oct,
SSA Zircone MULTI,Oct,760.0,Oct,
Barre (fil) contention / contention wire,Oct,450.0,Oct,
PEI (délai 2) / Custom Impression Tray,Oct,300.0,Oct,
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,Oct,350.0,Oct,
Option Fraisé / Milled Wall,Oct,520.0,Oct,
PEI (délai 1) / Custom Impression Tray,Oct,400.0,Oct,
Gouttières Ortho / Orthodontic Tray,Oct,760.0,Oct,
Délai Express - 1 jour + 25%,Oct,272.0,Oct,
Partiel cire essayage (délai 2) / Partial wax try in setup denture,Oct,630.0,Oct,
Cire (délai 2) / Wax Rim,Oct,210.0,Oct,
Chape guide réduction,Oct,450.0,Oct,
Cire (délai 1) / Wax Rim,Oct,300.0,Oct,
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,Oct,1300.0,Oct,
Partiel cire essayage (délai 1) / Partial wax try in setup denture,Oct,190.0,Oct,
Rebasage (Délai 1),Oct,405.0,Oct,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),Oct,750.0,Oct,
Wax Up (Délai 2) / Mock Up,Oct,120.0,Oct,
Plaque Palais / Metal Plate,Oct,560.0,Oct,
Plan traitement ortho,Oct,300.0,Oct,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,Oct,350.0,Oct,
Guide Chirurgical,Oct,180.0,Oct,
Finition Résine CTR (Délai 2),Oct,400.0,Oct,
Crochet Valplast / Valplast clasp,Oct,0.0,Oct,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,Oct,240.0,Oct,
Délai Express - 6 jours + 100%,Oct,635.0,Oct,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,Oct,120.0,Oct,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,Oct,210.0,Oct,
Rebasage MCI,Oct,900.0,Oct,
Délai Express - 2 jours + 40%,Oct,28.0,Oct,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,Oct,0.0,Oct,
Modèle Etude 3d,Oct,30.0,Oct,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),Oct,595.0,Oct,
Mainteneur d'espace / Space retainer (cast ring),Oct,0.0,Oct,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),Oct,350.0,Oct,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),Oct,0.0,Oct,
Option Clavette / Key Post Core,Oct,60.0,Oct,
Avis ortho,Oct,120.0,Oct,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,Oct,0.0,Oct,
Facette / Facet Veneer,Oct,110.0,Oct,
Délai Express - 4 jours + 70%,Oct,0.0,Oct,
Livraison Express,Oct,90.0,Oct,
Clef en Plâtre CTZ 1,Oct,120.0,Oct,
Délai Express - 5 jours + 85%,Oct,0.0,Oct,
SSA PMMA,Oct,0.0,Oct,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,Oct,660.0,Oct,
Supplément contre-plaquée,Oct,85.0,Oct,
Bridge TOBBI,Oct,0.0,Oct,
Finition Résine Complet sur implants (Délai 2),Oct,200.0,Oct,
Modèle d'étude,Oct,40.0,Oct,
Disjoncteur avec bagues (Délais 2),Oct,128.0,Oct,
Joint Céram / Porcelain butt margin,Oct,130.0,Oct,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,Oct,0.0,Oct,
Complet Transvissé Résine (Délai 2),Oct,0.0,Oct,
PEI Projet Prothétique,Oct,0.0,Oct,
Plaque avec vérin de Hawley (Délai 2),Oct,100.0,Oct,
Design Couronne CAO W,Oct,0.0,Oct,
Cire Base dure (Délai 1),Oct,50.0,Oct,
Clef silicone (9-14 dents) / Mock Up Key,Oct,0.0,Oct,
Délai Express - 3 jours + 55%,Oct,0.0,Oct,
Finition Résine COMPLET SUR LOCATOR (Délai 1),Oct,100.0,Oct,
Arc de Nance avec bagues,Oct,256.0,Oct,
Réparation ou Adjonction (délai 2),Oct,50.0,Oct,
Cire base dure (Délai 2),Oct,40.0,Oct,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,Oct,360.0,Oct,
Grille de renfort,Oct,45.0,Oct,
Stellite PEEK (Délai 1) / CCP PEEK,Oct,0.0,Oct,
Céramique Gingivale / Pink Porcelain,Oct,0.0,Oct,
Clef silicone (1 a 4 dents)/ Mock Up Key,Oct,20.0,Oct,
Duplicata,Oct,0.0,Oct,
Finition Résine COMPLET SUR LOCATOR (Délai 2),Oct,50.0,Oct,
Supplément multi,Oct,0.0,Oct,
Clef silicone (5-8 dents) / Mock Up Key,Oct,0.0,Oct,
Gouttière sur Dent Pro,Oct,40.0,Oct,
Impression (Résine Spécial) Guide Chirurgical,Oct,0.0,Oct,
Rebasage (délai 2),Oct,80.0,Oct,
Chappe de réduction,Oct,0.0,Oct,
Clef validation emp. numérique,Oct,120.0,Oct,
Gouttière Blanchiment (Délai 2) / Bleaching tray,Oct,0.0,Oct,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,Oct,0.0,Oct,
Gouttière Provisoire,Oct,40.0,Oct,
Gouttières de Fluoration / Fluoridation Tray,Oct,0.0,Oct,
Plan de traitement suite avis Ortho,Oct,0.0,Oct,
Stellite PEEK (Délai 2) / CCP PEEK,Oct,0.0,Oct,
Plaque de Hawley (Délai 2),Oct,0.0,Oct,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,Oct,0.0,Oct,
Gouttière Sport / Sport Guard Tray,Oct,0.0,Oct,
Cire Transvissée CTR 2,Oct,0.0,Oct,
Clef en platre,Oct,0.0,Oct,
Guide de positionnement rigide,Oct,12.0,Oct,
Design Pilier Perso CAO W,Oct,0.0,Oct,
Dents Supp PEEK (Délai 1) / Teeth,Oct,0.0,Oct,
Finition Résine Complet sur implants (Délai 1),Oct,0.0,Oct,
Stratification / Add porcelain,Oct,0.0,Oct,
Disjoncteur,Oct,0.0,Oct,
Fil de renfort / Rep,Oct,6.0,Oct,
Design Valplast CAO W,Oct,0.0,Oct,
Mise en articulation,Oct,0.0,Oct,
Attachement secours,Oct,0.0,Oct,
Dents Supp PEEK (Délai 2) / Teeth,Oct,0.0,Oct,
Réparation ou Adjonction (Délai 2),Oct,0.0,Oct,
Cire Transvissée CTZ 2,Oct,45.0,Oct,
Design Chassis CAO W,Oct,0.0,Oct,
Gouttière Mock Up,Oct,0.0,Oct,
Design Dents Supp CAO W,Oct,0.0,Oct,
Design Inlay Core CAO W,Oct,0.0,Oct,
Désolidarisation,Oct,0.0,Oct,
Design Sur Implant CAO W,Oct,0.0,Oct,
Design Wax Up CAO W,Oct,0.0,Oct,
Nettoyage Appareil,Oct,10.0,Oct,
MISC,Oct,-6540.7,Oct,
Discount,Oct,-21973.5,Oct,
Zircone stratifié (Délai 2) / Zircone coping+porcelain,Nov,13770.0,Nov,
Céramo-métallique (délai 2) / PFM,Nov,14200.0,Nov,
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,Nov,13910.0,Nov,
Inlay Core (Délai 2) / Post Core,Nov,11010.0,Nov,
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,Nov,15330.0,Nov,
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,Nov,13440.0,Nov,
Zircone Mono (délai 2) / Xtcera full zircone,Nov,9405.0,Nov,
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,Nov,9350.0,Nov,
Inlay/Onlay Composite (Délai 2),Nov,6615.0,Nov,
Zircone Mono (délai 1) / Xtcera full zircone,Nov,9780.0,Nov,
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,Nov,13950.0,Nov,
Inlay Core (Délai 1) / Post Core,Nov,10465.0,Nov,
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,Nov,5470.0,Nov,
Céramo-métallique (délai 1) / PFM,Nov,9360.0,Nov,
Dents Supplémentaires (délai 2) / Tooth,Nov,5720.0,Nov,
Emax (Délai 2) / Emax Press,Nov,4780.0,Nov,
Partiel résine finition directe (délais 1) / Partial acrylic denture,Nov,8400.0,Nov,
Emax Onlay high translucide  HT(Délai 1),Nov,7740.0,Nov,
Complet Finition Direct (délai 2) / Full Acrylic denture,Nov,2860.0,Nov,
Inlay/Onlay composite (Délai 1),Nov,4130.0,Nov,
Emax Onlay high translucide  HT (Délai 2),Nov,3760.0,Nov,
Emax (Délai 1) / Emax Press,Nov,4171.0,Nov,
Dents supplémentaires (Délai 1) / Tooth,Nov,5624.0,Nov,
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,Nov,3850.0,Nov,
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,Nov,2750.0,Nov,
Rajout Crochet,Nov,2780.0,Nov,
Provisoire (Délai 1) / Temporary Crown,Nov,2760.0,Nov,
Supplément Cr sur implant (délai 2) / Screwed Crown,Nov,2480.0,Nov,
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,Nov,2800.0,Nov,
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,Nov,3600.0,Nov,
Provisoire (Délai 2) / Temporary Crown,Nov,2675.0,Nov,
Complet Finition Direct (délai 1) / Full Acrylic denture,Nov,5060.0,Nov,
Finition Résine (Délai 1) / Acrylic finish,Nov,2240.0,Nov,
Réparation ou Adjonction (Délai 1),Nov,1890.0,Nov,
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,Nov,1980.0,Nov,
Finition Résine (Délai 2) / Acrylic finish,Nov,1645.0,Nov,
Couronne Métallique (délai 2) / Cocr Metal crown,Nov,1360.0,Nov,
Gouttière Blanchiment (Délai 1) / Bleaching tray,Nov,2065.0,Nov,
